listing_id,description,room_type,price,nbhood_full,host_name,last_review,month,price_per_month
2595,Skylit Midtown Castle,entire home/apt,225,"Manhattan, Midtown",Jennifer,2019-05-21,5,6862.5
3831,Cozy Entire Floor of Brownstone,entire home/apt,89,"Brooklyn, Clinton Hill",LisaRoxanne,2019-07-05,7,2714.5
5099,Large Cozy 1 BR Apartment In Midtown East,entire home/apt,200,"Manhattan, Murray Hill",Chris,2019-06-22,6,6100.0
5178,Large Furnished Room Near B'way,private room,79,"Manhattan, Hell's Kitchen",Shunichi,2019-06-24,6,2409.5
5238,Cute & Cozy Lower East Side 1 bdrm,entire home/apt,150,"Manhattan, Chinatown",Ben,2019-06-09,6,4575.0
5295,Beautiful 1br on Upper West Side,entire home/apt,135,"Manhattan, Upper West Side",Lena,2019-06-22,6,4117.5
5441,Central Manhattan/near Broadway,private room,85,"Manhattan, Hell's Kitchen",Kate,2019-06-23,6,2592.5
5803,"Lovely Room 1, Garden, Best Area, Legal rental",private room,89,"Brooklyn, South Slope",Laurie,2019-06-24,6,2714.5
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,private room,85,"Manhattan, Upper West Side",Claudio,2019-07-05,7,2592.5
6848,Only 2 stops to Manhattan studio,entire home/apt,140,"Brooklyn, Williamsburg",Allen & Irina,2019-06-29,6,4270.0
7097,Perfect for Your Parents + Garden,entire home/apt,215,"Brooklyn, Fort Greene",Jane,2019-06-28,6,6557.5
7322,Chelsea Perfect,private room,140,"Manhattan, Chelsea",Doti,2019-07-01,7,4270.0
7726,Hip Historic Brownstone Apartment with Backyard,entire home/apt,99,"Brooklyn, Crown Heights",Adam And Charity,2019-06-22,6,3019.5
8024,CBG CtyBGd HelpsHaiti rm#1:1-4,private room,130,"Brooklyn, Park Slope",Lisel,2019-07-01,7,3965.0
8025,CBG Helps Haiti Room#2.5,private room,80,"Brooklyn, Park Slope",Lisel,2019-01-01,1,2440.0
8110,CBG Helps Haiti Rm #2,private room,110,"Brooklyn, Park Slope",Lisel,2019-07-02,7,3355.0
8490,"MAISON DES SIRENES1,bohemian apartment",entire home/apt,120,"Brooklyn, Bedford-Stuyvesant",Nathalie,2019-06-19,6,3660.0
8505,Sunny Bedroom Across Prospect Park,private room,60,"Brooklyn, Windsor Terrace",Gregory,2019-06-23,6,1830.0
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",private room,44,"Manhattan, Inwood",Shon,2019-06-15,6,1342.0
9657,Modern 1 BR / NYC / EAST VILLAGE,entire home/apt,180,"Manhattan, East Village",Dana,2019-04-19,4,5490.0
9668,front room/double bed,private room,50,"Manhattan, Harlem",Ssameer Or Trip,2019-06-01,6,1525.0
9704,Spacious 1 bedroom in luxe building,private room,52,"Manhattan, Harlem",Teri,2019-06-14,6,1586.0
9782,Loft in Williamsburg Area w/ Roof,private room,55,"Brooklyn, Greenpoint",Andrea,2019-06-15,6,1677.5
9783,back room/bunk beds,private room,50,"Manhattan, Harlem",Ssameer Or Trip,2019-07-01,7,1525.0
10452,Large B&B Style rooms,private room,70,"Brooklyn, Bedford-Stuyvesant",Angela,2019-05-12,5,2135.0
10962,"Lovely room 2 & garden; Best area, Legal rental",private room,89,"Brooklyn, South Slope",Laurie,2019-06-21,6,2714.5
11708,Cute apt in artist's home,entire home/apt,85,"Brooklyn, Bushwick",Tyrome,2019-06-22,6,2592.5
12048,LowerEastSide apt share shortterm 1,shared room,40,"Manhattan, Lower East Side",Ben,2019-07-05,7,1220.0
12192,ENJOY Downtown NYC!,private room,68,"Manhattan, East Village",Edward,2019-06-21,6,2074.0
12299,Beautiful Sunny Park Slope Brooklyn,entire home/apt,120,"Brooklyn, South Slope",Abdul,2019-05-27,5,3660.0
12318,West Side Retreat,private room,135,"Manhattan, Upper West Side",Cyn,2019-06-16,6,4117.5
12343,BEST BET IN HARLEM,entire home/apt,150,"Manhattan, Harlem",Earl,2019-06-13,6,4575.0
12627,Entire apartment in central Brooklyn neighborhood.,entire home/apt,150,"Brooklyn, Prospect-Lefferts Gardens",Rana,2019-06-05,6,4575.0
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",private room,130,"Queens, Long Island City",Orestes,2019-07-01,7,3965.0
12940,Charming Brownstone 3 - Near PRATT,entire home/apt,110,"Brooklyn, Bedford-Stuyvesant",Adreinne,2019-05-25,5,3355.0
13394,Fort Greene brownstone,private room,80,"Brooklyn, Fort Greene",Alexander,2019-06-17,6,2440.0
13808,Blue Room for 2 in Brownstone for $1350 monthly,private room,80,"Brooklyn, Bedford-Stuyvesant",JT And Tiziana,2019-06-16,6,2440.0
14287,Cozy 1BD on Central Park West in New York City,entire home/apt,151,"Manhattan, Upper West Side",Joya,2019-07-07,7,4605.5
14290,* ORIGINAL BROOKLYN LOFT *,entire home/apt,228,"Brooklyn, Williamsburg",James,2019-05-17,5,6954.0
14314,Greenpoint Place...Has It All!,entire home/apt,144,"Brooklyn, Greenpoint",Jeanne,2019-06-29,6,4392.0
14322,Beautiful Apartment in Manhattan!!!,entire home/apt,200,"Manhattan, Kips Bay",Francesca,2019-03-25,3,6100.0
14377,Williamsburg 1 bedroom Apartment,entire home/apt,150,"Brooklyn, Williamsburg",Joanna,2019-06-22,6,4575.0
14991,"Great Location, Manhattan Bedroom!",private room,110,"Manhattan, Lower East Side",Bianca,2019-05-18,5,3355.0
15220,Best Location in NYC! TIMES SQUARE!,private room,69,"Manhattan, Hell's Kitchen",Luiz,2019-06-09,6,2104.5
15338,Room in Greenpoint Loft w/ Roof,private room,49,"Brooklyn, Greenpoint",Andrea,2019-06-04,6,1494.5
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,entire home/apt,180,"Manhattan, SoHo",Ted,2019-06-29,6,5490.0
15385,"Very, very cozy place",private room,80,"Brooklyn, Williamsburg",Cristina,2019-06-30,6,2440.0
15711,2 bedroom - Upper East Side-great for kids,entire home/apt,250,"Manhattan, Upper East Side",D,2019-03-30,3,7625.0
16326,Comfortable 4-bedroom apt in family house.,entire home/apt,200,"Brooklyn, Prospect Heights",Dimitri,2019-01-26,1,6100.0
16421,Your Heaven in Hells Kitchen,private room,52,"Manhattan, Hell's Kitchen",Mark,2019-05-16,5,1586.0
16580,"Sunny, Modern room in East Village!",private room,80,"Manhattan, East Village",Reka,2019-07-01,7,2440.0
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,entire home/apt,275,"Brooklyn, Williamsburg",Daniel,2019-06-23,6,8387.5
16821,Large Room in Amazing East Village Apt,private room,99,"Manhattan, East Village",Casey,2019-06-21,6,3019.5
16974,SpaHa Loft: Enormous and Bright,entire home/apt,225,"Manhattan, East Harlem",Robin,2019-06-23,6,6862.5
17092,Cool Room in Hell's Kitchen,private room,51,"Manhattan, Hell's Kitchen",Enzo,2019-06-01,6,1555.5
17693,"HARLEM, NEW YORK WELCOMES YOU!!",private room,65,"Manhattan, Washington Heights",Tye And Etienne,2019-06-18,6,1982.5
17747,BLUE TRIM GUEST HOUSE,private room,105,"Brooklyn, Clinton Hill",George,2019-06-26,6,3202.5
18127,Charming East Village One Bedroom Flat,entire home/apt,190,"Manhattan, East Village",Josh,2019-01-02,1,5795.0
18152,Manhattan Room,private room,200,"Manhattan, Upper East Side",Victoria,2019-07-09,7,6100.0
18198,Little King of Queens,private room,70,"Queens, Woodside",Justin,2019-05-31,5,2135.0
18590,Fort Greene Retreat on the Park,private room,95,"Brooklyn, Fort Greene",Blaise,2019-06-16,6,2897.5
18728,Beautiful Meatpacking District Loft,private room,150,"Manhattan, Chelsea",DAVID And RICK,2019-05-28,5,4575.0
18764,Cozy 2 BR in Williamsburg,private room,145,"Brooklyn, Williamsburg",Lulú,2019-04-22,4,4422.5
19159,Spacious luminous apt Upper West NYC,entire home/apt,110,"Manhattan, Harlem",Sybilla,2019-03-23,3,3355.0
19169,Entire 2 Bedroom - Large & Sunny,entire home/apt,285,"Manhattan, Lower East Side",JoLynn,2019-06-30,6,8692.5
19282,"Sunny, Spacious Top Floor Haven",entire home/apt,130,"Brooklyn, Flatbush",Gaia,2019-06-15,6,3965.0
19319,Private room Great Deal at Lower East Side,private room,94,"Manhattan, Lower East Side",Ana,2019-04-08,4,2867.0
20299,Oh glorious spring!,private room,60,"Manhattan, East Village",Edward,2019-06-30,6,1830.0
20611,Cozy Bedroom in Williamsburg 3 BR,private room,85,"Brooklyn, Williamsburg",Lulú,2019-06-22,6,2592.5
20724,Sunny room+Pvte office in huge loft,private room,65,"Brooklyn, Bushwick",Augustin,2019-05-26,5,1982.5
20734,Spacious Prospect Heights Apartment,entire home/apt,131,"Brooklyn, Prospect Heights",Sean & Lynette,2019-06-27,6,3995.5
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",private room,98,"Brooklyn, Clinton Hill",Erica,2019-05-31,5,2989.0
20853,2-bed brownstone duplex + garden,entire home/apt,250,"Brooklyn, Prospect Heights",Tracy,2019-05-21,5,7625.0
21293,Sunny Apartment in Artist Home,entire home/apt,105,"Brooklyn, Bushwick",Tyrome,2019-06-18,6,3202.5
21456,Light-filled classic Central Park,entire home/apt,140,"Manhattan, Upper West Side",Dana,2019-07-07,7,4270.0
21794,COZY QUIET room 4 DOOGLERS!,private room,98,"Manhattan, Chelsea",Olan,2019-05-01,5,2989.0
22918,loft bed - near transportation-15min to times sq,private room,60,"Manhattan, Harlem",Ssameer Or Trip,2019-01-03,1,1830.0
23135,House On Henry (3rd FLR Suite),entire home/apt,175,"Brooklyn, Carroll Gardens",Annette,2019-06-24,6,5337.5
23686,2000 SF 3br 2bath West Village private  townhouse,entire home/apt,500,"Manhattan, West Village",Ann,2019-05-18,5,15250.0
24143,"Williamsburg‚ÄîSteps To Subway, Private Bath&Balcony",private room,101,"Brooklyn, Williamsburg",Seth,2019-05-29,5,3080.5
25235,Large 2 Bedroom Great for Groups!,entire home/apt,125,"Brooklyn, Bedford-Stuyvesant",Shelly,2019-06-28,6,3812.5
25696,"1,800 sq foot in luxury building",private room,100,"Manhattan, Harlem",Dena,2019-06-23,6,3050.0
26362,"Times Square, Safe, Clean and Cozy!",private room,59,"Manhattan, Hell's Kitchen",Luiz,2019-06-16,6,1799.5
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",private room,125,"Brooklyn, Clinton Hill",Erica,2019-06-02,6,3812.5
26969,2 story family home in Williamsburg,entire home/apt,325,"Brooklyn, Williamsburg",Alexandra,2019-06-23,6,9912.5
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,entire home/apt,235,"Manhattan, Upper West Side",Stacy,2019-04-27,4,7167.5
27385,Great Large 1 BR apt  in East Village!,entire home/apt,225,"Manhattan, East Village",Bruce,2019-06-07,6,6862.5
27531,Eveland Private Bed & Living Room w/ Own Entrance,private room,99,"Brooklyn, South Slope",Evelyn,2019-05-20,5,3019.5
27644,Sugar Hill Rest Stop,entire home/apt,170,"Manhattan, Harlem",Emma,2019-07-01,7,5185.0
27759,apartment next to Central park,entire home/apt,170,"Manhattan, Upper West Side",Sylvie,2019-06-26,6,5185.0
29013,B & B Room 1,private room,70,"Brooklyn, Bedford-Stuyvesant",Angela,2019-05-14,5,2135.0
29455,ACCOMMODATIONS GALORE #1,entire home/apt,120,"Manhattan, Harlem",Laurine,2019-06-20,6,3660.0
29628,Sunny Room in New Condo,private room,89,"Brooklyn, Clinton Hill",Chris,2019-07-03,7,2714.5
29683,Stylish & Sleek Apartment Near SoHo!,entire home/apt,185,"Manhattan, East Village",Uli,2019-06-25,6,5642.5
30031,NYC artists‚Äô loft with roof deck,private room,50,"Brooklyn, Greenpoint",Sol,2019-05-20,5,1525.0
30927,Unique & Charming small 1br Apt. LES,entire home/apt,105,"Manhattan, Lower East Side",Cs,2019-06-14,6,3202.5
31130,Most Central Location!,private room,130,"Manhattan, Hell's Kitchen",Lara,2019-05-26,5,3965.0
31555,Luminous Beautiful West Village Studio,entire home/apt,115,"Manhattan, West Village",Tom,2019-07-01,7,3507.5
31902,Sanctuary in East Flatbush,private room,77,"Brooklyn, Flatlands",Sunder,2019-01-01,1,2348.5
31994,Room with En Suite Bathroom & Deck,private room,76,"Brooklyn, Clinton Hill",Waldemar,2019-06-24,6,2318.0
32023,FLAT MACDONOUGH,entire home/apt,125,"Brooklyn, Bedford-Stuyvesant",Khem,2019-06-23,6,3812.5
32037,Huge Private  Floor at The Waverly,private room,135,"Brooklyn, Clinton Hill",Sahr,2019-07-01,7,4117.5
32965,FLAT MACDONOUGH GARDEN,entire home/apt,115,"Brooklyn, Bedford-Stuyvesant",Khem,2019-06-20,6,3507.5
32969,Light filled Williamsburg Apartment,entire home/apt,160,"Brooklyn, Williamsburg",Katherine,2019-07-02,7,4880.0
33009,Retreat in Williamsburg,entire home/apt,195,"Brooklyn, Williamsburg",Ming,2019-06-17,6,5947.5
33014,NYC Zen,entire home/apt,195,"Manhattan, East Village",Paula,2019-06-17,6,5947.5
33223,Cozy BR in Wiliamsburg 3 Bedroom,private room,80,"Brooklyn, Williamsburg",Lulú,2019-06-22,6,2440.0
34760,Sunny Room in Old Historical Brooklyn Townhouse,private room,44,"Brooklyn, Fort Greene",Obed,2019-06-29,6,1342.0
35526,Sun Filled Classic West Village Apt,private room,156,"Manhattan, West Village",Karen,2019-06-22,6,4758.0
36133,Classic Artist Loft Williamsburg,private room,125,"Brooklyn, Williamsburg",White,2019-06-13,6,3812.5
36703,"Sunny, clean 1 bdrm in W. Village",entire home/apt,225,"Manhattan, West Village",Karene,2019-03-31,3,6862.5
38638,Light and Airy Upper East Side 1 BDR apartment,entire home/apt,219,"Manhattan, Upper East Side",Sara,2019-06-26,6,6679.5
39267,CENTRAL PARK LOFT all for YOU,entire home/apt,99,"Manhattan, Upper East Side",Marie,2019-06-08,6,3019.5
39282,Indie-Chic Share In Williamsburg,private room,69,"Brooklyn, Williamsburg",Gus,2019-05-28,5,2104.5
39593,"A room w/ a Manhattan view, longer stay",private room,79,"Queens, Sunnyside",Myung,2019-04-12,4,2409.5
39704,"Private, Large & Sunny 1BR w/W&D",entire home/apt,135,"Brooklyn, Bedford-Stuyvesant",Renée,2019-06-22,6,4117.5
41348,* Spacious GARDEN Park Slope Duplex* 6 people max,entire home/apt,250,"Brooklyn, Gowanus",Syl,2019-07-06,7,7625.0
42580,Parlor Room In Victorian Townhouse,private room,70,"Brooklyn, Clinton Hill",Waldemar,2019-06-24,6,2135.0
42729,House On Henry (2nd FLR Suite),entire home/apt,165,"Brooklyn, Carroll Gardens",Annette,2019-06-18,6,5032.5
42882,New York room with a view,private room,70,"Staten Island, St. George",Newyorkroomwithaview,2019-06-13,6,2135.0
43957,Sunny cozy room in Brklyn townhouse,private room,50,"Brooklyn, Bushwick",Tessa,2019-06-19,6,1525.0
44096,Room with a View,private room,40,"Bronx, Highbridge",Waundell,2019-07-04,7,1220.0
44212,West Inn 2 - East Village,private room,125,"Manhattan, East Village",Bruce,2019-06-23,6,3812.5
44221,Financial District Luxury Loft,entire home/apt,196,"Manhattan, Financial District",Coral,2019-06-20,6,5978.0
44229,BROOKLYN VICTORIAN STYLE SUITE.....,private room,110,"Brooklyn, Fort Greene",Carol,2019-06-24,6,3355.0
44288,Your own Lovely West Village Studio,entire home/apt,170,"Manhattan, West Village",Sara,2019-06-01,6,5185.0
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,entire home/apt,165,"Manhattan, Harlem",Laurine,2019-05-26,5,5032.5
45556,"Fort Greene, Brooklyn: Center Bedroom",private room,65,"Brooklyn, Fort Greene",Doug,2019-06-30,6,1982.5
45910,Beautiful Queens Brownstone! - 5BR,entire home/apt,350,"Queens, Ridgewood",Mark,2019-05-12,5,10675.0
45936,Couldn't Be Closer To Columbia Uni,private room,99,"Manhattan, Morningside Heights",Rahul,2019-05-14,5,3019.5
45940,Bright Spacious Luxury Condo,entire home/apt,200,"Brooklyn, Williamsburg",Miyoung,2019-04-08,4,6100.0
46544,Park Slope haven 15 mins from Soho,entire home/apt,150,"Brooklyn, Park Slope",Monica,2019-06-05,6,4575.0
46723,SAFE  AND BEAUTIFUL ACCOMODATION,private room,90,"Brooklyn, Bedford-Stuyvesant",Marylyn,2019-05-19,5,2745.0
46911,Large Room in private Brownstone in Park Slope,private room,120,"Brooklyn, Prospect Heights",Kathleen R.,2019-06-24,6,3660.0
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",private room,75,"Manhattan, Upper East Side",Teresa,2019-06-24,6,2287.5
47926,LUX APT IN TIMES SQUARE NEW BUILDING,entire home/apt,275,"Manhattan, Hell's Kitchen",Claudia,2019-06-26,6,8387.5
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,entire home/apt,299,"Manhattan, Lower East Side",Shane,2019-06-15,6,9119.5
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,entire home/apt,135,"Brooklyn, South Slope",Laurie,2019-06-22,6,4117.5
51485,Lower East Side $57~/night,private room,83,"Manhattan, Lower East Side",Erina,2019-06-22,6,2531.5
51572,Prime Location in Manhattan,private room,123,"Manhattan, Chelsea",Lee,2019-06-18,6,3751.5
51850,( F) Excellent/Pvt Rm,private room,55,"Queens, Jamaica",Jullett,2019-05-20,5,1677.5
53137,"Quiet, sunny Midtown Manhattan apt.",entire home/apt,195,"Manhattan, Hell's Kitchen",Marlaine,2019-07-01,7,5947.5
53477,3 floors of luxury!,entire home/apt,265,"Queens, Middle Village",Mark,2019-04-27,4,8082.5
54158,The Institute‚ÄîHeart of Williamsburg,entire home/apt,249,"Brooklyn, Williamsburg",Bob,2019-06-20,6,7594.5
54508,Sml Rm in pr Brst  Park Sl great for Med/students,private room,100,"Brooklyn, Prospect Heights",Kathleen R.,2019-06-06,6,3050.0
54544,City Room - Private Penthouse Apt.,entire home/apt,121,"Manhattan, Harlem",Wayne,2019-06-22,6,3690.5
54626,Cozy bedroom by Yankee Stadium,private room,45,"Bronx, Highbridge",Waundell,2019-06-30,6,1372.5
54860,Great apartment with private bathroom and entrance,private room,100,"Manhattan, East Harlem",Jenny,2019-06-23,6,3050.0
55467,Private Garden Apt ‚Ä¢ New Renovation,entire home/apt,140,"Brooklyn, Williamsburg",Paul,2019-07-02,7,4270.0
55498,Modern comfort in art infused landmark Brownstone,private room,71,"Brooklyn, Bedford-Stuyvesant",Tami,2019-07-01,7,2165.5
55737,Sleek & Comfortable Soho Apt,entire home/apt,199,"Manhattan, West Village",Pete,2019-05-19,5,6069.5
55959,Spacious Williamsburg Share w/ LOFT BED,private room,69,"Brooklyn, Williamsburg",Gus,2019-06-10,6,2104.5
56467,Cozy East Village Railroad 1 Bed!,entire home/apt,130,"Manhattan, East Village",Leonardo,2019-07-01,7,3965.0
56525,1 Bedroom Loft w/ Private Roof Deck,entire home/apt,195,"Brooklyn, Greenpoint",Alex,2019-06-13,6,5947.5
56859,City Room - Private & Comfy Bedroom,private room,64,"Manhattan, Harlem",Wayne,2019-06-03,6,1952.0
57166,Elegant NYC Pad,entire home/apt,140,"Queens, Ditmars Steinway",Vasili,2019-06-17,6,4270.0
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",entire home/apt,159,"Brooklyn, Cobble Hill",S.M.,2019-06-24,6,4849.5
57468,"Modern, Large East Village Loft",entire home/apt,189,"Manhattan, East Village",Ori,2019-06-23,6,5764.5
57618,"Great new apt, close to everything",entire home/apt,250,"Manhattan, Hell's Kitchen",Ana,2019-06-09,6,7625.0
57740,Quiet & Clean Retreat in the City,entire home/apt,239,"Manhattan, East Village",I,2019-05-24,5,7289.5
57754,Stylish Large Gramercy Loft!,entire home/apt,305,"Manhattan, Flatiron District",R,2019-06-30,6,9302.5
57874,The Brownstone-Luxury 1 Bd Apt/NYC,entire home/apt,155,"Manhattan, Harlem",Simon,2019-06-26,6,4727.5
58059,PRIVATE Room on Historic Sugar Hill,private room,60,"Manhattan, Harlem",Agnes,2019-07-03,7,1830.0
58062,South Slope Green,private room,135,"Brooklyn, Windsor Terrace",Linda,2019-05-17,5,4117.5
58467,"17 Flr. Manhattan Views, Nr. Subway",private room,120,"Manhattan, Roosevelt Island",Dave,2019-05-08,5,3660.0
59014,"Spacious 1BR, Adorable Clean Quiet",entire home/apt,150,"Manhattan, Lower East Side",Drica,2019-01-02,1,4575.0
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,entire home/apt,135,"Brooklyn, Greenpoint",Betty,2019-05-19,5,4117.5
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",entire home/apt,250,"Manhattan, Chinatown",Ricardo & Ashlie,2019-07-01,7,7625.0
60164,"Beautiful, elegant 3 bed SOHO loft",entire home/apt,500,"Manhattan, SoHo",Harrison,2019-06-23,6,15250.0
60457,Spacious Greenwich Village Apt,entire home/apt,225,"Manhattan, Greenwich Village",Jessica,2019-05-11,5,6862.5
60666,City Room - Private Luxury Suite,private room,92,"Manhattan, Harlem",Wayne,2019-06-11,6,2806.0
60680,The gem of the East Village,entire home/apt,99,"Manhattan, East Village",Mich,2019-06-20,6,3019.5
60948,ACCOMMODATIONS GALORE #2,entire home/apt,140,"Manhattan, East Harlem",Laurine,2019-06-20,6,4270.0
61406,Great room in great location,private room,80,"Manhattan, Harlem",Bethania,2019-06-01,6,2440.0
61492,Exclusive Room with Private Bath in  LES,private room,120,"Manhattan, Chinatown",Tunji,2019-06-23,6,3660.0
61509,"Quiet, clean midtown apt w. elevato",entire home/apt,110,"Manhattan, Midtown",Anna/Fonzy,2019-04-30,4,3355.0
62095,BK Sweet Suite w/Kitchen&FullBath,entire home/apt,65,"Brooklyn, East Flatbush",Colette&Sean,2019-06-14,6,1982.5
62427,Great East Village Apartment Rental,entire home/apt,130,"Manhattan, East Village",Brie,2019-05-26,5,3965.0
62430,BROWNSTONE SUNDRENCHED BEAUTY,entire home/apt,99,"Brooklyn, Bushwick",Sheila,2019-06-22,6,3019.5
62452,A SpeciaL!! Private Room in NY,private room,36,"Staten Island, Tompkinsville",Lissette,2019-06-25,6,1098.0
62461,B NYC Staten Alternative...,private room,37,"Staten Island, Tompkinsville",Lissette,2019-06-10,6,1128.5
62787,C Private Room By The Ferry,private room,37,"Staten Island, Tompkinsville",Lissette,2019-07-02,7,1128.5
62891,Smallest House In The Village,entire home/apt,175,"Manhattan, East Village",Olivia,2019-05-24,5,5337.5
62903,Beautiful modern studio apartment in heart of NYC,entire home/apt,205,"Manhattan, Chelsea",Daniel,2019-06-21,6,6252.5
62925,Beautiful Landmarked Duplex,entire home/apt,285,"Brooklyn, Greenpoint",Maya,2019-06-16,6,8692.5
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,private room,59,"Brooklyn, Williamsburg",Scott,2019-06-23,6,1799.5
63320,D Private Che@p Room 2 Explore NYC,private room,36,"Staten Island, Tompkinsville",Lissette,2019-07-02,7,1098.0
63360,Safe cute near subway& Manhattan NY NY retro style,entire home/apt,99,"Queens, Astoria",Dennis & Naoko,2019-06-24,6,3019.5
63546,Large and Cozy Private Bedroom,private room,39,"Brooklyn, Kensington",Antonín,2019-05-16,5,1189.5
63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,entire home/apt,105,"Bronx, Eastchester",Vie,2019-06-27,6,3202.5
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",entire home/apt,135,"Brooklyn, Bedford-Stuyvesant",Renée,2019-06-25,6,4117.5
63693,Cottage in the Village,entire home/apt,390,"Manhattan, East Village",Olivia,2019-06-19,6,11895.0
64000,Williamsburg near soho. / loftbed,private room,60,"Brooklyn, Williamsburg",Kristian & Di,2019-01-07,1,1830.0
64107,BROOKLYN  STUDIO APARTMENT,private room,100,"Brooklyn, Crown Heights",Niya,2019-06-24,6,3050.0
64277,BEDROOM2 FOR RENT  10min from Manh,private room,70,"Brooklyn, Bedford-Stuyvesant",Helene,2019-01-02,1,2135.0
64314,cozy bedroom in lovely garden apt,private room,110,"Brooklyn, Crown Heights",Debbie,2019-05-26,5,3355.0
64365,Crown Heights Garden Apt.,private room,60,"Brooklyn, Crown Heights",Anthony,2019-06-27,6,1830.0
64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,entire home/apt,90,"Manhattan, Little Italy",Tilly,2019-01-02,1,2745.0
64837,ENJOY Downtown NYC!!,private room,68,"Manhattan, East Village",Edward,2019-06-23,6,2074.0
65019,Charming UWS Treehouse Apt,entire home/apt,115,"Manhattan, Upper West Side",Claire,2019-07-06,7,3507.5
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,private room,75,"Brooklyn, Bedford-Stuyvesant",Juhli,2019-01-05,1,2287.5
65562,CHARMING EAST VILLAGE 2 (or 1) BR,entire home/apt,129,"Manhattan, East Village",Mary D,2019-01-03,1,3934.5
65615,Farmhouse Apartment in Williamsburg,entire home/apt,130,"Brooklyn, Williamsburg",Valerie,2019-06-29,6,3965.0
65660,Bright+Spacious Williamsburg Abode!,entire home/apt,95,"Brooklyn, Williamsburg",Larissa,2019-07-07,7,2897.5
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",private room,75,"Manhattan, Harlem",Eric,2019-01-02,1,2287.5
66008,CHARMING CARROLL GARDENS APT.,entire home/apt,190,"Brooklyn, Carroll Gardens",Melissa,2019-07-01,7,5795.0
66026,Private Bedroom Brownstone Brooklyn,private room,49,"Brooklyn, Crown Heights",Alex,2019-06-30,6,1494.5
66251,East Village Loft with Piano & Patio,entire home/apt,212,"Manhattan, East Village",Samir,2019-06-25,6,6466.0
66275,Lower East Side Magic Room,private room,95,"Manhattan, Lower East Side",Tony,2019-06-23,6,2897.5
66451,**Fantastic Williamsburg Apt**,entire home/apt,140,"Brooklyn, Williamsburg",Luis Fernando,2019-02-16,2,4270.0
66718,West Harlem Home Base - Eco-Apt.,entire home/apt,135,"Manhattan, Harlem",Henning,2019-06-23,6,4117.5
66741,Charming Garden Apt in Park Slope,entire home/apt,150,"Brooklyn, Park Slope",Stefano,2019-06-23,6,4575.0
66974,"Lovely, Modern, Garden Apartment",entire home/apt,190,"Brooklyn, Gowanus",Jana,2019-07-01,7,5795.0
67288,Central Park 1BR sunny condo,entire home/apt,124,"Manhattan, East Harlem",Per,2019-06-15,6,3782.0
67299,Cozy Garden Apartment  in Williamsburg,entire home/apt,135,"Brooklyn, Williamsburg",Adrienne,2019-05-06,5,4117.5
67397,SoHa comfort-by NW Central Park!,private room,122,"Manhattan, Morningside Heights",Elise,2019-06-22,6,3721.0
68099,Cozy room in Upper West Side,private room,109,"Manhattan, Upper West Side",Deda,2019-06-25,6,3324.5
68403,The Cozy Brownstone Inn (discount)!,entire home/apt,145,"Brooklyn, Bedford-Stuyvesant",Naimah,2019-06-24,6,4422.5
68735,Prewar Penthouse w Private Terrace,entire home/apt,195,"Manhattan, Upper West Side",Violetta,2019-06-13,6,5947.5
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,entire home/apt,250,"Brooklyn, Carroll Gardens",Jenna,2019-06-27,6,7625.0
68974,Unique spacious loft on the Bowery,entire home/apt,575,"Manhattan, Little Italy",Alicia,2019-06-20,6,17537.5
69894,"Nice renovated apt, prime location!",entire home/apt,150,"Manhattan, Upper West Side",Silvia,2019-06-11,6,4575.0
69921,Brooklyn Writer's Nook,private room,70,"Brooklyn, Bushwick",Joab,2019-06-29,6,2135.0
70095,Private Bedroom in Large NYC Apartment,private room,90,"Manhattan, Inwood",Mary And Geoff,2019-06-30,6,2745.0
70128,"Large, Sunny Room East Village NYC",private room,65,"Manhattan, East Village",Eyal,2019-01-10,1,1982.5
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,entire home/apt,500,"Manhattan, East Village",Bruce,2019-06-16,6,15250.0
71010,All That Jazz. Uptown style on Sugar Hill.,entire home/apt,250,"Manhattan, Washington Heights",Kurt,2019-05-24,5,7625.0
